000.001.029.000,72960
000.003.087.000,218880
000.008.087.000,546560
000.018.211.000,1233664
000.019.228.000,1303552
000.025.154.000,1677824
000.031.215.000,2086656
000.032.042.000,2107904
000.033.211.000,2216704
000.034.168.000,2271232
000.039.065.000,2572544
000.040.130.000,2654720
000.044.185.000,2930944
000.046.167.000,3057408
000.062.230.000,4122112
000.069.174.000,4566528
000.070.060.000,4602880
000.080.049.000,5255424
000.082.075.000,5393152
000.084.221.000,5561600
000.089.069.000,5850368
000.110.129.000,7241984
000.115.003.000,7537408
000.117.045.000,7679232
000.139.138.000,9144832
000.148.062.000,9715200
000.154.117.000,10122496
000.182.073.000,11946240
000.182.162.000,11969024
000.209.101.000,13722880
000.214.213.000,14079232
000.216.111.000,14184192
000.244.014.000,15994368
001.001.016.000,16846848
001.005.148.000,17142784
001.011.215.000,17553152
001.016.240.000,17887232
001.022.016.000,18223104
001.030.012.000,18746368
001.053.086.000,20272640
001.055.167.000,20424448
001.057.173.000,20557056
001.064.154.000,21010944
001.065.073.000,21055744
001.073.053.000,21574912
001.077.021.000,21828864
001.080.052.000,22033408
001.083.071.000,22234880
001.083.193.000,22266112
001.083.209.000,22270208
001.089.028.000,22617088
001.101.071.000,23414528
001.103.211.000,23581440
001.103.244.000,23589888
001.104.022.000,23598592
001.104.054.000,23606784
001.113.171.000,24226560
001.120.124.000,24673280
001.124.136.000,24938496
001.131.145.000,25399552
001.133.197.000,25543936
001.139.015.000,25890560
001.143.237.000,26209536
001.147.029.000,26418432
001.149.215.000,26597120
001.156.209.000,27054336
001.160.030.000,27270656
001.161.045.000,27340032
001.164.108.000,27552768
001.167.109.000,27749632
001.172.006.000,28050944
001.172.043.000,28060416
001.174.204.000,28232704
001.176.208.000,28364800
001.179.203.000,28560128
001.184.024.000,28841984
001.194.189.000,29539584
001.212.121.000,30701824
001.213.132.000,30770176
001.225.131.000,31556352
001.227.161.000,31695104
001.229.011.000,31787776
002.017.140.000,34704384
002.021.058.000,34945536
002.024.106.000,35154432
002.028.177.000,35434752
002.042.236.000,36367360
002.050.046.000,36843008
002.058.080.000,37376000
002.064.059.000,37763840
002.070.016.000,38146048
002.074.012.000,38407168
002.080.109.000,38825216
002.087.168.000,39299072
002.089.027.000,39394048
002.090.210.000,39506432
002.092.028.000,39590912
002.099.203.000,40094464
002.106.138.000,40536576
002.125.180.000,41792512
002.125.193.000,41795840
002.130.082.000,42095104
002.149.032.000,43327488
002.151.160.000,43491328
002.162.232.000,44230656
002.190.205.000,46058752
002.198.087.000,46552832
002.199.176.000,46641152
002.199.214.000,46650880
002.218.165.000,47883520
002.240.150.000,49321472
002.246.038.000,49686016
002.252.039.000,50079488
003.002.215.000,50517760
003.008.047.000,50867968
003.020.066.000,51659264
003.025.099.000,51995392
003.025.223.000,52027136
003.031.066.000,52380160
003.035.239.000,52686592
003.037.056.000,52770816
003.044.034.000,53223936
003.061.002.000,54329856
003.061.210.000,54383104
003.064.182.000,54572544
003.065.053.000,54605056
003.079.026.000,55515648
003.083.046.000,55782912
003.091.061.000,56311040
003.106.019.000,57283328
003.114.025.000,57809152
003.116.144.000,57970688
003.129.231.000,58844928
003.131.091.000,58940160
003.132.033.000,58990848
003.143.227.000,59761408
003.154.051.000,60437248
003.177.042.000,61942272
003.179.014.000,62066176
003.179.136.000,62097408
003.183.094.000,62348800
003.187.101.000,62612736
003.197.231.000,63301376
003.211.139.000,64195328
003.231.179.000,65516288
003.232.249.000,65599744
004.000.123.000,67140352
004.005.073.000,67455232
004.005.078.000,67456512
004.027.237.000,68939008
004.037.061.000,69549312
004.048.148.000,70292480
004.054.104.000,70674432
004.056.097.000,70803712
004.058.225.000,70967552
004.060.162.000,71082496
004.074.055.000,71972608
004.076.039.000,72099584
004.076.055.000,72103680
004.105.107.000,74017536
004.112.054.000,74462720
004.119.238.000,74968576
004.120.225.000,75030784
004.124.014.000,75238912
004.131.038.000,75703808
004.152.234.000,77130240
004.157.034.000,77406720
004.158.126.000,77495808
004.164.093.000,77880576
004.166.141.000,78023936
004.166.171.000,78031616
004.169.102.000,78210560
004.171.152.000,78354432
004.182.070.000,79054336
004.184.251.000,79231744
004.188.179.000,79475456
004.189.133.000,79529216
004.213.202.000,81119744
004.213.212.000,81122304
004.215.158.000,81239552
004.238.140.000,82742272
004.239.098.000,82797056
004.247.006.000,83297792
004.251.178.000,83603968
004.252.246.000,83686912
005.006.142.000,84315648
005.009.225.000,84533504
005.010.172.000,84585472
005.010.240.000,84602880
005.014.179.000,84849408
005.026.251.000,85654272
005.028.139.000,85756672
005.035.126.000,86212096
005.054.247.000,87488256
005.067.107.000,88304384
005.099.090.000,90397184
005.107.143.000,90935040
005.111.011.000,91163392
005.130.001.000,92406016
005.133.227.000,92660480
005.137.056.000,92878848
005.163.060.000,94583808
005.164.252.000,94698496
005.165.154.000,94738944
005.168.050.000,94908928
005.173.127.000,95256320
005.178.075.000,95570688
005.180.000.000,95682560
005.180.242.000,95744512
005.185.106.000,96037376
005.197.024.000,96802816
005.204.211.000,97309440
005.212.253.000,97844480
005.225.013.000,98635008
005.236.214.000,99407360
005.243.170.000,99854848
005.246.002.000,100008448
005.251.008.000,100337664
006.010.254.000,101383680
006.011.189.000,101432576
006.023.060.000,102185984
006.024.034.000,102244864
006.025.025.000,102308096
006.045.248.000,103675904
006.050.074.000,103959040
006.057.232.000,104458240
006.059.090.000,104552960
006.063.201.000,104843520
006.064.079.000,104877824
006.081.089.000,105994496
006.084.088.000,106190848
006.105.222.000,107601408
006.108.199.000,107792128
006.113.190.000,108117504
006.118.039.000,108406528
006.128.169.000,109095168
006.129.081.000,109138176
006.129.188.000,109165568
006.149.007.000,110429952
006.157.250.000,111016448
006.170.226.000,111862272
006.171.172.000,111913984
006.181.092.000,112548864
006.185.057.000,112802048
006.201.117.000,113865984
006.205.250.000,114162176
006.206.219.000,114219776
006.210.126.000,114458112
006.211.252.000,114555904
006.214.156.000,114727936
006.217.041.000,114895104
006.219.075.000,115034880
006.223.150.000,115316224
006.225.067.000,115426048
006.228.045.000,115617024
006.233.149.000,115971328
006.240.030.000,116399616
007.007.207.000,117952256
007.011.240.000,118222848
007.015.239.000,118484736
007.019.031.000,118693632
007.026.219.000,119200512
007.039.222.000,120053248
007.048.080.000,120606720
007.057.089.000,121198848
007.065.099.000,121725696
007.075.063.000,122371840
007.089.239.000,123334400
007.093.082.000,123556352
007.095.043.000,123677440
007.098.167.000,123905792
007.103.191.000,124239616
007.105.026.000,124328448
007.110.105.000,124676352
007.112.123.000,124812032
007.155.149.000,127636736
007.160.014.000,127929856
007.167.216.000,128440320
007.186.060.000,129645568
007.186.069.000,129647872
007.193.006.000,130090496
007.195.039.000,130230016
007.199.158.000,130522624
007.202.229.000,130737408
007.217.195.000,131711744
007.221.043.000,131934976
007.234.027.000,132782848
007.243.220.000,133422080
007.244.144.000,133468160
008.012.227.000,135062272
008.014.188.000,135183360
008.020.236.000,135588864
008.038.220.000,136764416
008.042.076.000,136989696
008.055.050.000,137835008
008.059.235.000,138144512
008.075.084.000,139154432
008.079.201.000,139446528
008.087.134.000,139953664
008.089.200.000,140101632
008.095.208.000,140496896
008.096.007.000,140510976
008.107.041.000,141240576
008.109.037.000,141370624
008.109.067.000,141378304
008.120.166.000,142124544
008.135.045.000,143076608
008.140.195.000,143442688
008.146.016.000,143790080
008.147.091.000,143874816
008.150.157.000,144088320
008.152.010.000,144181760
008.157.030.000,144514560
008.158.201.000,144623872
008.165.093.000,145054976
008.166.082.000,145117696
008.166.214.000,145151488
008.179.088.000,145971200
008.183.251.000,146275072
008.198.098.000,147218944
008.215.116.000,148337664
008.217.092.000,148462592
008.220.219.000,148691712
008.226.229.000,149087488
008.239.017.000,149885184
008.240.185.000,149993728
008.243.128.000,150175744
008.245.050.000,150286848
009.002.223.000,151183104
009.013.231.000,151906048
009.039.064.000,153567232
009.050.097.000,154296576
009.063.045.000,155135232
009.065.188.000,155302912
009.067.084.000,155407360
009.067.146.000,155423232
009.068.165.000,155493632
009.076.120.000,156006400
009.077.125.000,156073216
009.078.015.000,156110592
009.082.097.000,156393728
009.094.031.000,157163264
009.099.026.000,157489664
009.100.215.000,157603584
009.108.204.000,158125056
009.132.217.000,159701248
009.137.043.000,159984384
009.138.006.000,160040448
009.157.030.000,161291776
009.159.072.000,161433600
009.164.136.000,161777664
009.167.235.000,161999616
009.177.110.000,162622976
009.191.065.000,163528960
009.195.127.000,163806976
009.200.202.000,164153856
009.203.039.000,164308736
009.218.073.000,165300480
009.219.255.000,165412608
009.220.221.000,165469440
009.221.116.000,165508096
009.232.067.000,166216448
009.233.158.000,166305280
009.238.185.000,166639872
009.248.090.000,167270912
010.000.156.000,167812096
010.019.249.000,169081088
010.030.127.000,169770752
010.030.160.000,169779200
010.035.106.000,170093056
010.038.123.000,170294016
010.047.236.000,170912768
010.060.155.000,171744000
010.068.098.000,172253696
010.071.190.000,172473856
010.074.047.000,172633856
010.077.208.000,172871680
010.082.174.000,173190656
010.087.226.000,173531648
010.092.053.000,173815040
010.098.181.000,174241024
010.132.087.000,176445184
010.133.107.000,176515840
010.140.073.000,176965888
010.146.085.000,177362176
010.147.220.000,177462272
010.152.055.000,177747712
010.154.044.000,177875968
010.160.066.000,178274816
010.182.254.000,179764736
010.186.181.000,180008192
010.188.254.000,180157952
010.189.019.000,180163328
010.189.183.000,180205312
010.192.138.000,180390400
010.207.029.000,181345536
010.213.038.000,181741056
010.244.097.000,183787776
011.038.166.000,187082240
011.039.037.000,187114752
011.047.022.000,187635200
011.052.175.000,188002048
011.064.243.000,188805888
011.070.099.000,189162240
011.071.147.000,189240064
011.100.016.000,191107072
011.104.168.000,191408128
011.125.159.000,192782080
011.134.015.000,193335040
011.142.168.000,193898496
011.142.209.000,193908992
011.149.077.000,194333952
011.152.007.000,194512640
011.156.209.000,194826496
011.160.117.000,195065088
011.162.044.000,195177472
011.165.086.000,195384832
011.204.132.000,197952512
011.208.193.000,198230272
011.218.131.000,198869760
011.223.163.000,199205632
011.224.094.000,199253504
011.224.209.000,199282944
011.226.074.000,199379456
011.229.245.000,199619840
011.234.022.000,199890432
011.235.229.000,200008960
011.251.231.000,201058048
011.252.234.000,201124352
011.255.019.000,201265920
012.006.131.000,201753344
012.008.236.000,201911296
012.010.105.000,202008832
012.018.238.000,202567168
012.044.011.000,204212992
012.050.165.000,204645632
012.051.077.000,204688640
012.054.196.000,204915712
012.055.160.000,204972032
012.056.121.000,205027584
012.057.029.000,205069568
012.059.118.000,205223424
012.065.225.000,205644032
012.070.070.000,205932032
012.073.050.000,206123520
012.083.032.000,206774272
012.084.095.000,206855936
012.085.149.000,206935296
012.100.131.000,207913728
012.101.135.000,207980288
012.112.007.000,208668416
012.114.205.000,208850176
012.123.087.000,209409792
012.143.205.000,210750720
012.149.166.000,211133952
012.157.032.000,211623936
012.160.248.000,211875840
012.167.018.000,212275712
012.171.188.000,212581376
012.177.011.000,212929280
012.182.003.000,213254912
012.186.074.000,213535232
012.190.144.000,213815296
012.195.241.000,214167808
012.197.090.000,214260224
012.207.014.000,214896128
012.207.172.000,214936576
012.214.252.000,215415808
012.236.077.000,216812800
012.240.253.000,217120000
012.244.231.000,217376512
012.245.014.000,217386496
012.253.007.000,217908992
013.000.051.000,218116864
013.000.252.000,218168320
013.008.135.000,218662656
013.009.081.000,218714368
013.013.176.000,219000832
013.016.185.000,219199744
013.031.065.000,220152064
013.052.201.000,221563136
013.060.157.000,222076160
013.069.023.000,222631680
013.069.099.000,222651136
013.073.039.000,222897920
013.088.194.000,223920640
013.091.106.000,224094720
013.095.185.000,224377088
013.096.179.000,224441088
013.097.122.000,224492032
013.104.153.000,224958720
013.112.000.000,225443840
013.130.179.000,226669312
013.139.226.000,227271168
013.140.018.000,227283456
013.153.001.000,228131072
013.154.137.000,228231424
013.163.195.000,228836096
013.180.079.000,229920512
013.182.014.000,230034944
013.186.089.000,230316288
013.189.186.000,230537728
013.190.043.000,230566656
013.193.007.000,230754048
013.198.064.000,231096320
013.200.084.000,231232512
013.201.156.000,231316480
013.202.074.000,231361024
013.207.158.000,231710208
013.221.091.000,232610560
013.221.113.000,232616192
013.225.024.000,232855552
013.237.018.000,233640448
013.242.014.000,233967104
013.243.131.000,234062592
014.001.131.000,234980096
014.006.195.000,235324160
014.006.241.000,235335936
014.008.062.000,235421184
014.008.178.000,235450880
014.008.243.000,235467520
014.011.035.000,235610880
014.015.160.000,235905024
014.016.204.000,235981824
014.024.091.000,236477184
014.024.205.000,236506368
014.029.132.000,236815360
014.033.073.000,237062400
014.040.103.000,237528832
014.041.005.000,237569280
014.042.190.000,237682176
014.045.183.000,237876992
014.054.149.000,238458112
014.067.107.000,239299328
014.074.042.000,239741440
014.078.040.000,240003072
014.106.074.000,241846784
014.106.157.000,241868032
014.130.217.000,243456256
014.137.128.000,243892224
014.146.134.000,244483584
014.147.081.000,244535552
014.154.093.000,244997376
014.158.123.000,245267200
014.159.164.000,245343232
014.177.225.000,246538496
014.184.114.000,246968832
014.187.107.000,247163648
014.218.058.000,249182720
014.224.142.000,249597440
014.225.072.000,249645056
014.228.144.000,249860096
014.233.053.000,250164480
014.233.139.000,250186496
014.233.152.000,250189824
014.250.169.000,251308288
014.251.189.000,251378944
015.000.253.000,251723008
015.013.153.000,252549376
015.013.194.000,252559872
015.014.184.000,252622848
015.027.051.000,253440768
015.054.079.000,255217408
015.059.205.000,255577344
015.062.239.000,255782656
015.070.151.000,256284416
015.074.133.000,256541952
015.091.132.000,257655808
015.098.185.000,258128128
015.109.207.000,258854656
015.128.159.000,260087552
015.130.046.000,260189696
015.133.133.000,260408576
015.134.223.000,260497152
015.143.164.000,261071872
015.144.064.000,261111808
015.144.067.000,261112576
015.149.130.000,261456384
015.154.012.000,261753856
015.154.040.000,261761024
015.161.246.000,262272512
015.162.067.000,262292224
015.170.217.000,262854912
015.181.225.000,263577856
015.189.185.000,264091904
015.205.127.000,265125632
015.206.137.000,265193728
015.212.105.000,265578752
015.225.058.000,266418688
015.228.106.000,266627584
015.237.016.000,267194368
015.248.122.000,267942400
015.254.222.000,268361216
016.004.079.000,268717824
016.007.148.000,268932096
016.013.036.000,269296640
016.014.025.000,269359360
016.016.111.000,269512448
016.026.245.000,270202112
016.041.057.000,271137024
016.042.051.000,271201024
016.050.058.000,271727104
016.052.084.000,271864832
016.058.214.000,272291328
016.065.156.000,272735232
016.065.224.000,272752640
016.081.167.000,273786624
016.083.128.000,273907712
016.083.218.000,273930752
016.088.190.000,274251264
016.090.149.000,274371840
016.096.119.000,274757376
016.104.166.000,275293696
016.108.236.000,275573760
016.110.148.000,275682304
016.116.144.000,276074496
016.119.168.000,276277248
016.122.057.000,276445440
016.125.051.000,276640512
016.131.157.000,277060864
016.132.088.000,277108736
016.134.044.000,277228544
016.146.014.000,278007296
016.146.174.000,278048256
016.162.031.000,279060224
016.169.038.000,279520768
016.179.194.000,280216064
016.186.229.000,280683776
016.191.078.000,280972800
016.192.169.000,281061632
016.194.244.000,281211904
016.196.055.000,281294592
016.201.222.000,281665024
016.203.114.000,281768448
016.206.096.000,281960448
016.207.217.000,282056960
016.232.092.000,283663360
016.243.064.000,284377088
016.252.071.000,284968704
017.000.243.000,285274880
017.003.130.000,285442560
017.006.149.000,285644032
017.007.189.000,285719808
017.023.076.000,286739456
017.031.040.000,287254528
017.039.141.000,287804672
017.052.201.000,288672000
017.060.255.000,289210112
017.070.059.000,289815296
017.083.101.000,290678016
017.083.233.000,290711808
017.092.005.000,291243264
017.100.005.000,291767552
017.115.104.000,292775936
017.119.220.000,293067776
017.130.050.000,293745152
017.131.061.000,293813504
017.134.233.000,294054144
017.136.066.000,294142464
017.148.032.000,294920192
017.157.089.000,295524608
017.157.188.000,295549952
017.158.159.000,295608064
017.168.196.000,296272896
017.172.148.000,296522752
017.177.197.000,296862976
017.185.137.000,297371904
017.188.213.000,297587968
017.207.087.000,298800896
017.219.198.000,299615744
017.231.139.000,300387072
017.233.026.000,300489216
017.236.086.000,300701184
017.249.201.000,301582592
017.251.015.000,301666048
017.251.150.000,301700608
018.000.144.000,302026752
018.007.016.000,302452736
018.015.225.000,303030528
018.019.042.000,303245824
018.029.164.000,303932416
018.030.041.000,303966464
018.031.038.000,304031232
018.036.112.000,304377856
018.061.015.000,305991424
018.082.029.000,307371264
018.089.034.000,307831296
018.089.166.000,307865088
018.102.228.000,308732928
018.118.059.000,309738240
018.120.182.000,309900800
018.128.225.000,310436096
018.131.069.000,310592768
018.135.235.000,310897408
018.148.056.000,311703552
018.149.236.000,311815168
018.160.206.000,312528384
018.162.193.000,312656128
018.165.009.000,312805632
018.170.003.000,313131776
018.178.128.000,313688064
018.187.136.000,314279936
018.189.244.000,314438656
018.193.217.000,314693888
018.201.068.000,315180032
018.205.083.000,315446016
018.206.103.000,315516672
018.210.197.000,315802880
018.214.191.000,316063488
018.216.123.000,316177152
018.218.041.000,316287232
018.226.098.000,316826112
018.227.072.000,316884992
018.229.240.000,317059072
018.239.082.000,317673984
018.252.218.000,318560768
018.254.121.000,318667008
019.005.116.000,319124480
019.005.204.000,319147008
019.009.199.000,319407872
019.018.122.000,319977984
019.018.182.000,319993344
019.022.186.000,320256512
019.023.099.000,320299776
019.026.235.000,320531200
019.030.179.000,320779008
019.039.122.000,321354240
019.044.031.000,321658624
019.047.130.000,321880576
019.054.059.000,322321152
019.056.127.000,322469632
019.070.079.000,323374848
019.081.247.000,324138752
019.091.242.000,324792832
019.097.203.000,325176064
019.101.143.000,325422848
019.102.166.000,325494272
019.103.094.000,325541376
019.107.234.000,325839360
019.111.253.000,326106368
019.115.199.000,326354688
019.120.031.000,326639360
019.128.006.000,327157248
019.129.086.000,327243264
019.161.135.000,329352960
019.178.239.000,330493696
019.189.090.000,331176448
019.190.133.000,331252992
019.200.210.000,331928064
019.200.247.000,331937536
019.203.045.000,332082432
019.206.001.000,332267776
019.216.119.000,332953344
019.221.168.000,333293568
019.223.203.000,333433600
019.226.173.000,333622528
019.232.215.000,334026496
019.248.221.000,335076608
019.252.135.000,335316736
020.006.125.000,335969536
020.009.134.000,336168448
020.015.221.000,336583936
020.034.205.000,337825024
020.040.135.000,338200320
020.048.070.000,338707968
020.060.243.000,339538688
020.062.207.000,339660544
020.069.015.000,340070144
020.075.144.000,340496384
020.077.229.000,340649216
020.079.168.000,340764672
020.086.146.000,341217792
020.100.229.000,342156544
020.108.145.000,342659328
020.115.199.000,343131904
020.117.069.000,343229696
020.121.196.000,343524352
020.128.086.000,343954944
020.163.208.000,346279936
020.170.112.000,346714112
020.170.165.000,346727680
